Direction,Year,Date,Weekday,Current_Match,Country,Commodity,Transport_Mode,Measure,Value,Cumulative
Exports,2015,31/01/2015,Saturday,01/02/2020,All,All,All,$,257000000,257000000
Exports,2015,01/02/2015,Sunday,02/02/2020,All,All,All,$,123000000,380000000
Exports,2015,02/02/2015,Monday,03/02/2020,All,All,All,$,176000000,556000000
Exports,2015,03/02/2015,Tuesday,04/02/2020,All,All,All,$,115000000,671000000
Exports,2015,04/02/2015,Wednesday,05/02/2020,All,All,All,$,74000000,746000000
Exports,2015,05/02/2015,Thursday,06/02/2020,All,All,All,$,119000000,864000000
Exports,2015,06/02/2015,Friday,07/02/2020,All,All,All,$,127000000,992000000
Exports,2015,07/02/2015,Saturday,08/02/2020,All,All,All,$,206000000,1198000000
Exports,2015,08/02/2015,Sunday,09/02/2020,All,All,All,$,114000000,1312000000
Exports,2015,09/02/2015,Monday,10/02/2020,All,All,All,$,202000000,1513000000
Exports,2015,10/02/2015,Tuesday,11/02/2020,All,All,All,$,88000000,1601000000
Exports,2015,11/02/2015,Wednesday,12/02/2020,All,All,All,$,67000000,1669000000
Exports,2015,12/02/2015,Thursday,13/02/2020,All,All,All,$,132000000,1801000000
Exports,2015,13/02/2015,Friday,14/02/2020,All,All,All,$,143000000,1944000000
Exports,2015,14/02/2015,Saturday,15/02/2020,All,All,All,$,146000000,2090000000
Exports,2015,15/02/2015,Sunday,16/02/2020,All,All,All,$,111000000,2201000000
Exports,2015,16/02/2015,Monday,17/02/2020,All,All,All,$,226000000,2427000000
Exports,2015,17/02/2015,Tuesday,18/02/2020,All,All,All,$,171000000,2599000000
Exports,2015,18/02/2015,Wednesday,19/02/2020,All,All,All,$,120000000,2718000000
Exports,2015,19/02/2015,Thursday,20/02/2020,All,All,All,$,157000000,2875000000
Exports,2015,20/02/2015,Friday,21/02/2020,All,All,All,$,157000000,3032000000
Exports,2015,21/02/2015,Saturday,22/02/2020,All,All,All,$,184000000,3216000000
Exports,2015,22/02/2015,Sunday,23/02/2020,All,All,All,$,135000000,3352000000
Exports,2015,23/02/2015,Monday,24/02/2020,All,All,All,$,185000000,3536000000
Exports,2015,24/02/2015,Tuesday,25/02/2020,All,All,All,$,94000000,3630000000
Exports,2015,25/02/2015,Wednesday,26/02/2020,All,All,All,$,113000000,3743000000
Exports,2015,26/02/2015,Thursday,27/02/2020,All,All,All,$,130000000,3873000000
Exports,2015,27/02/2015,Friday,28/02/2020,All,All,All,$,127000000,4000000000
Exports,2015,28/02/2015,Saturday,29/02/2020,All,All,All,$,145000000,4145000000
Exports,2015,01/03/2015,Sunday,01/03/2020,All,All,All,$,386000000,4531000000
Exports,2015,02/03/2015,Monday,02/03/2020,All,All,All,$,219000000,4750000000
Exports,2015,03/03/2015,Tuesday,03/03/2020,All,All,All,$,163000000,4913000000
Exports,2015,04/03/2015,Wednesday,04/03/2020,All,All,All,$,125000000,5039000000
Exports,2015,05/03/2015,Thursday,05/03/2020,All,All,All,$,158000000,5197000000
Exports,2015,06/03/2015,Friday,06/03/2020,All,All,All,$,153000000,5350000000
Exports,2015,07/03/2015,Saturday,07/03/2020,All,All,All,$,174000000,5525000000
Exports,2015,08/03/2015,Sunday,08/03/2020,All,All,All,$,112000000,5637000000
Exports,2015,09/03/2015,Monday,09/03/2020,All,All,All,$,209000000,5846000000
Exports,2015,10/03/2015,Tuesday,10/03/2020,All,All,All,$,118000000,5964000000
Exports,2015,11/03/2015,Wednesday,11/03/2020,All,All,All,$,85000000,6049000000
Exports,2015,12/03/2015,Thursday,12/03/2020,All,All,All,$,160000000,6209000000
Exports,2015,13/03/2015,Friday,13/03/2020,All,All,All,$,130000000,6339000000
Exports,2015,14/03/2015,Saturday,14/03/2020,All,All,All,$,100000000,6439000000
Exports,2015,15/03/2015,Sunday,15/03/2020,All,All,All,$,133000000,6573000000
Exports,2015,16/03/2015,Monday,16/03/2020,All,All,All,$,213000000,6786000000
Exports,2015,17/03/2015,Tuesday,17/03/2020,All,All,All,$,109000000,6895000000
Exports,2015,18/03/2015,Wednesday,18/03/2020,All,All,All,$,116000000,7011000000
Exports,2015,19/03/2015,Thursday,19/03/2020,All,All,All,$,164000000,7175000000
Exports,2015,20/03/2015,Friday,20/03/2020,All,All,All,$,131000000,7306000000
Exports,2015,21/03/2015,Saturday,21/03/2020,All,All,All,$,197000000,7503000000
Exports,2015,22/03/2015,Sunday,22/03/2020,All,All,All,$,146000000,7649000000
Exports,2015,23/03/2015,Monday,23/03/2020,All,All,All,$,175000000,7824000000
Exports,2015,24/03/2015,Tuesday,24/03/2020,All,All,All,$,130000000,7954000000
Exports,2015,25/03/2015,Wednesday,25/03/2020,All,All,All,$,74000000,8028000000
Exports,2015,26/03/2015,Thursday,26/03/2020,All,All,All,$,219000000,8247000000
Exports,2015,27/03/2015,Friday,27/03/2020,All,All,All,$,117000000,8364000000
Exports,2015,28/03/2015,Saturday,28/03/2020,All,All,All,$,165000000,8529000000
Exports,2015,29/03/2015,Sunday,29/03/2020,All,All,All,$,140000000,8669000000
Exports,2015,30/03/2015,Monday,30/03/2020,All,All,All,$,220000000,8888000000
Exports,2015,31/03/2015,Tuesday,31/03/2020,All,All,All,$,161000000,9049000000
Exports,2015,01/04/2015,Wednesday,01/04/2020,All,All,All,$,82000000,9131000000
Exports,2015,02/04/2015,Thursday,02/04/2020,All,All,All,$,137000000,9269000000
Exports,2015,03/04/2015,Friday,03/04/2020,All,All,All,$,158000000,9427000000
Exports,2015,04/04/2015,Saturday,04/04/2020,All,All,All,$,192000000,9618000000
Exports,2015,05/04/2015,Sunday,05/04/2020,All,All,All,$,153000000,9771000000
Exports,2015,06/04/2015,Monday,06/04/2020,All,All,All,$,206000000,9978000000
Exports,2015,07/04/2015,Tuesday,07/04/2020,All,All,All,$,108000000,10086000000
Exports,2015,08/04/2015,Wednesday,08/04/2020,All,All,All,$,81000000,10167000000
Exports,2015,09/04/2015,Thursday,09/04/2020,All,All,All,$,121000000,10288000000
Exports,2015,10/04/2015,Friday,10/04/2020,All,All,All,$,126000000,10414000000
Exports,2015,11/04/2015,Saturday,11/04/2020,All,All,All,$,175000000,10588000000
Exports,2015,12/04/2015,Sunday,12/04/2020,All,All,All,$,115000000,10704000000
Exports,2015,13/04/2015,Monday,13/04/2020,All,All,All,$,203000000,10907000000
Exports,2015,14/04/2015,Tuesday,14/04/2020,All,All,All,$,73000000,10980000000
Exports,2015,15/04/2015,Wednesday,15/04/2020,All,All,All,$,91000000,11072000000
Exports,2015,16/04/2015,Thursday,16/04/2020,All,All,All,$,179000000,11250000000
Exports,2015,17/04/2015,Friday,17/04/2020,All,All,All,$,122000000,11372000000
Exports,2015,18/04/2015,Saturday,18/04/2020,All,All,All,$,100000000,11472000000
Exports,2015,19/04/2015,Sunday,19/04/2020,All,All,All,$,146000000,11617000000
Exports,2015,20/04/2015,Monday,20/04/2020,All,All,All,$,184000000,11801000000
Exports,2015,21/04/2015,Tuesday,21/04/2020,All,All,All,$,171000000,11972000000
Exports,2015,22/04/2015,Wednesday,22/04/2020,All,All,All,$,119000000,12091000000
Exports,2015,23/04/2015,Thursday,23/04/2020,All,All,All,$,123000000,12214000000
Exports,2015,24/04/2015,Friday,24/04/2020,All,All,All,$,154000000,12368000000
Exports,2015,25/04/2015,Saturday,25/04/2020,All,All,All,$,195000000,12562000000
Exports,2015,26/04/2015,Sunday,26/04/2020,All,All,All,$,136000000,12699000000
Exports,2015,27/04/2015,Monday,27/04/2020,All,All,All,$,189000000,12888000000
Exports,2015,28/04/2015,Tuesday,28/04/2020,All,All,All,$,78000000,12965000000
Exports,2015,29/04/2015,Wednesday,29/04/2020,All,All,All,$,80000000,13045000000
Exports,2015,30/04/2015,Thursday,30/04/2020,All,All,All,$,139000000,13183000000
Exports,2015,01/05/2015,Friday,01/05/2020,All,All,All,$,121000000,13305000000
Exports,2015,02/05/2015,Saturday,02/05/2020,All,All,All,$,187000000,13492000000
Exports,2015,03/05/2015,Sunday,03/05/2020,All,All,All,$,165000000,13657000000
Exports,2015,04/05/2015,Monday,04/05/2020,All,All,All,$,152000000,13809000000
Exports,2015,05/05/2015,Tuesday,05/05/2020,All,All,All,$,111000000,13920000000
Exports,2015,06/05/2015,Wednesday,06/05/2020,All,All,All,$,81000000,14001000000
Exports,2015,07/05/2015,Thursday,07/05/2020,All,All,All,$,98000000,14098000000
Exports,2015,08/05/2015,Friday,08/05/2020,All,All,All,$,199000000,14297000000
Exports,2015,09/05/2015,Saturday,09/05/2020,All,All,All,$,101000000,14398000000
Exports,2015,10/05/2015,Sunday,10/05/2020,All,All,All,$,157000000,14555000000
Exports,2015,11/05/2015,Monday,11/05/2020,All,All,All,$,130000000,14684000000
Exports,2015,12/05/2015,Tuesday,12/05/2020,All,All,All,$,119000000,14803000000
Exports,2015,13/05/2015,Wednesday,13/05/2020,All,All,All,$,75000000,14878000000
Exports,2015,14/05/2015,Thursday,14/05/2020,All,All,All,$,166000000,15044000000
Exports,2015,15/05/2015,Friday,15/05/2020,All,All,All,$,191000000,15235000000
Exports,2015,16/05/2015,Saturday,16/05/2020,All,All,All,$,182000000,15417000000
Exports,2015,17/05/2015,Sunday,17/05/2020,All,All,All,$,124000000,15541000000
Exports,2015,18/05/2015,Monday,18/05/2020,All,All,All,$,180000000,15721000000
Exports,2015,19/05/2015,Tuesday,19/05/2020,All,All,All,$,91000000,15812000000
Exports,2015,20/05/2015,Wednesday,20/05/2020,All,All,All,$,111000000,15923000000
Exports,2015,21/05/2015,Thursday,21/05/2020,All,All,All,$,137000000,16060000000
Exports,2015,22/05/2015,Friday,22/05/2020,All,All,All,$,200000000,16260000000
Exports,2015,23/05/2015,Saturday,23/05/2020,All,All,All,$,97000000,16357000000
Exports,2015,24/05/2015,Sunday,24/05/2020,All,All,All,$,157000000,16514000000
Exports,2015,25/05/2015,Monday,25/05/2020,All,All,All,$,146000000,16660000000
Exports,2015,26/05/2015,Tuesday,26/05/2020,All,All,All,$,124000000,16784000000
Exports,2015,27/05/2015,Wednesday,27/05/2020,All,All,All,$,76000000,16860000000
Exports,2015,28/05/2015,Thursday,28/05/2020,All,All,All,$,136000000,16996000000
Exports,2015,29/05/2015,Friday,29/05/2020,All,All,All,$,158000000,17154000000
Exports,2015,30/05/2015,Saturday,30/05/2020,All,All,All,$,197000000,17351000000
Exports,2015,31/05/2015,Sunday,31/05/2020,All,All,All,$,186000000,17538000000
Exports,2015,01/06/2015,Monday,01/06/2020,All,All,All,$,164000000,17701000000
Exports,2015,02/06/2015,Tuesday,02/06/2020,All,All,All,$,128000000,17830000000
Exports,2015,03/06/2015,Wednesday,03/06/2020,All,All,All,$,61000000,17890000000
Exports,2015,04/06/2015,Thursday,04/06/2020,All,All,All,$,114000000,18005000000
Exports,2015,05/06/2015,Friday,05/06/2020,All,All,All,$,168000000,18173000000
Exports,2015,06/06/2015,Saturday,06/06/2020,All,All,All,$,83000000,18255000000
Exports,2015,07/06/2015,Sunday,07/06/2020,All,All,All,$,161000000,18416000000
Exports,2015,08/06/2015,Monday,08/06/2020,All,All,All,$,188000000,18604000000
Exports,2015,09/06/2015,Tuesday,09/06/2020,All,All,All,$,93000000,18698000000
Exports,2015,10/06/2015,Wednesday,10/06/2020,All,All,All,$,70000000,18768000000
Exports,2015,11/06/2015,Thursday,11/06/2020,All,All,All,$,162000000,18930000000
Exports,2015,12/06/2015,Friday,12/06/2020,All,All,All,$,119000000,19049000000
Exports,2015,13/06/2015,Saturday,13/06/2020,All,All,All,$,109000000,19158000000
Exports,2015,14/06/2015,Sunday,14/06/2020,All,All,All,$,108000000,19266000000
Exports,2015,15/06/2015,Monday,15/06/2020,All,All,All,$,217000000,19482000000
Exports,2015,16/06/2015,Tuesday,16/06/2020,All,All,All,$,104000000,19587000000
Exports,2015,17/06/2015,Wednesday,17/06/2020,All,All,All,$,173000000,19759000000
Exports,2015,18/06/2015,Thursday,18/06/2020,All,All,All,$,144000000,19903000000
Exports,2015,19/06/2015,Friday,19/06/2020,All,All,All,$,209000000,20112000000
Exports,2015,20/06/2015,Saturday,20/06/2020,All,All,All,$,102000000,20214000000
Exports,2015,21/06/2015,Sunday,21/06/2020,All,All,All,$,174000000,20388000000
Exports,2015,22/06/2015,Monday,22/06/2020,All,All,All,$,219000000,20607000000
Exports,2015,23/06/2015,Tuesday,23/06/2020,All,All,All,$,103000000,20710000000
Exports,2015,24/06/2015,Wednesday,24/06/2020,All,All,All,$,79000000,20789000000
Exports,2015,25/06/2015,Thursday,25/06/2020,All,All,All,$,145000000,20934000000
Exports,2015,26/06/2015,Friday,26/06/2020,All,All,All,$,144000000,21078000000
Exports,2015,27/06/2015,Saturday,27/06/2020,All,All,All,$,93000000,21171000000
Exports,2015,28/06/2015,Sunday,28/06/2020,All,All,All,$,110000000,21281000000
Exports,2015,29/06/2015,Monday,29/06/2020,All,All,All,$,249000000,21531000000
Exports,2015,30/06/2015,Tuesday,30/06/2020,All,All,All,$,155000000,21686000000
Exports,2015,01/07/2015,Wednesday,01/07/2020,All,All,All,$,82000000,21767000000
Exports,2015,02/07/2015,Thursday,02/07/2020,All,All,All,$,109000000,21876000000
Exports,2015,03/07/2015,Friday,03/07/2020,All,All,All,$,139000000,22016000000
Exports,2015,04/07/2015,Saturday,04/07/2020,All,All,All,$,117000000,22133000000
Exports,2015,05/07/2015,Sunday,05/07/2020,All,All,All,$,113000000,22246000000
Exports,2015,06/07/2015,Monday,06/07/2020,All,All,All,$,184000000,22430000000
Exports,2015,07/07/2015,Tuesday,07/07/2020,All,All,All,$,86000000,22516000000
Exports,2015,08/07/2015,Wednesday,08/07/2020,All,All,All,$,149000000,22665000000
Exports,2015,09/07/2015,Thursday,09/07/2020,All,All,All,$,146000000,22812000000
Exports,2015,10/07/2015,Friday,10/07/2020,All,All,All,$,164000000,22975000000
Exports,2015,11/07/2015,Saturday,11/07/2020,All,All,All,$,133000000,23108000000
Exports,2015,12/07/2015,Sunday,12/07/2020,All,All,All,$,96000000,23204000000
Exports,2015,13/07/2015,Monday,13/07/2020,All,All,All,$,246000000,23450000000
Exports,2015,14/07/2015,Tuesday,14/07/2020,All,All,All,$,113000000,23563000000
Exports,2015,15/07/2015,Wednesday,15/07/2020,All,All,All,$,63000000,23626000000
Exports,2015,16/07/2015,Thursday,16/07/2020,All,All,All,$,127000000,23752000000
Exports,2015,17/07/2015,Friday,17/07/2020,All,All,All,$,136000000,23888000000
Exports,2015,18/07/2015,Saturday,18/07/2020,All,All,All,$,147000000,24035000000
Exports,2015,19/07/2015,Sunday,19/07/2020,All,All,All,$,118000000,24153000000
Exports,2015,20/07/2015,Monday,20/07/2020,All,All,All,$,222000000,24375000000
Exports,2015,21/07/2015,Tuesday,21/07/2020,All,All,All,$,98000000,24473000000
Exports,2015,22/07/2015,Wednesday,22/07/2020,All,All,All,$,134000000,24607000000
Exports,2015,23/07/2015,Thursday,23/07/2020,All,All,All,$,128000000,24735000000
Exports,2015,24/07/2015,Friday,24/07/2020,All,All,All,$,161000000,24896000000
Exports,2015,25/07/2015,Saturday,25/07/2020,All,All,All,$,102000000,24998000000
Exports,2015,26/07/2015,Sunday,26/07/2020,All,All,All,$,109000000,25107000000
Exports,2015,27/07/2015,Monday,27/07/2020,All,All,All,$,211000000,25318000000
Exports,2015,28/07/2015,Tuesday,28/07/2020,All,All,All,$,98000000,25416000000
Exports,2015,29/07/2015,Wednesday,29/07/2020,All,All,All,$,85000000,25501000000
Exports,2015,30/07/2015,Thursday,30/07/2020,All,All,All,$,173000000,25674000000
Exports,2015,31/07/2015,Friday,31/07/2020,All,All,All,$,180000000,25854000000
Exports,2015,01/08/2015,Saturday,01/08/2020,All,All,All,$,128000000,25982000000
Exports,2015,02/08/2015,Sunday,02/08/2020,All,All,All,$,94000000,26076000000
Exports,2015,03/08/2015,Monday,03/08/2020,All,All,All,$,203000000,26278000000
Exports,2015,04/08/2015,Tuesday,04/08/2020,All,All,All,$,118000000,26396000000
Exports,2015,05/08/2015,Wednesday,05/08/2020,All,All,All,$,69000000,26465000000
Exports,2015,06/08/2015,Thursday,06/08/2020,All,All,All,$,113000000,26578000000
Exports,2015,07/08/2015,Friday,07/08/2020,All,All,All,$,140000000,26718000000
Exports,2015,08/08/2015,Saturday,08/08/2020,All,All,All,$,79000000,26797000000
Exports,2015,09/08/2015,Sunday,09/08/2020,All,All,All,$,123000000,26919000000
Exports,2015,10/08/2015,Monday,10/08/2020,All,All,All,$,174000000,27093000000
Exports,2015,11/08/2015,Tuesday,11/08/2020,All,All,All,$,113000000,27206000000
Exports,2015,12/08/2015,Wednesday,12/08/2020,All,All,All,$,87000000,27293000000
Exports,2015,13/08/2015,Thursday,13/08/2020,All,All,All,$,104000000,27397000000
Exports,2015,14/08/2015,Friday,14/08/2020,All,All,All,$,147000000,27544000000
Exports,2015,15/08/2015,Saturday,15/08/2020,All,All,All,$,71000000,27614000000
Exports,2015,16/08/2015,Sunday,16/08/2020,All,All,All,$,85000000,27700000000
Exports,2015,17/08/2015,Monday,17/08/2020,All,All,All,$,171000000,27871000000
Exports,2015,18/08/2015,Tuesday,18/08/2020,All,All,All,$,81000000,27952000000
Exports,2015,19/08/2015,Wednesday,19/08/2020,All,All,All,$,132000000,28084000000
Exports,2015,20/08/2015,Thursday,20/08/2020,All,All,All,$,127000000,28211000000
Exports,2015,21/08/2015,Friday,21/08/2020,All,All,All,$,122000000,28333000000
Exports,2015,22/08/2015,Saturday,22/08/2020,All,All,All,$,81000000,28414000000
Exports,2015,23/08/2015,Sunday,23/08/2020,All,All,All,$,147000000,28561000000
Exports,2015,24/08/2015,Monday,24/08/2020,All,All,All,$,173000000,28734000000
Exports,2015,25/08/2015,Tuesday,25/08/2020,All,All,All,$,58000000,28793000000
Exports,2015,26/08/2015,Wednesday,26/08/2020,All,All,All,$,64000000,28857000000
Exports,2015,27/08/2015,Thursday,27/08/2020,All,All,All,$,142000000,28999000000
Exports,2015,28/08/2015,Friday,28/08/2020,All,All,All,$,130000000,29129000000
Exports,2015,29/08/2015,Saturday,29/08/2020,All,All,All,$,110000000,29239000000
Exports,2015,30/08/2015,Sunday,30/08/2020,All,All,All,$,124000000,29363000000
Exports,2015,31/08/2015,Monday,31/08/2020,All,All,All,$,201000000,29565000000
Exports,2015,01/09/2015,Tuesday,01/09/2020,All,All,All,$,105000000,29669000000
Exports,2015,02/09/2015,Wednesday,02/09/2020,All,All,All,$,92000000,29761000000
Exports,2015,03/09/2015,Thursday,03/09/2020,All,All,All,$,156000000,29918000000
Exports,2015,04/09/2015,Friday,04/09/2020,All,All,All,$,95000000,30013000000
Exports,2015,05/09/2015,Saturday,05/09/2020,All,All,All,$,90000000,30103000000
Exports,2015,06/09/2015,Sunday,06/09/2020,All,All,All,$,107000000,30211000000
Exports,2015,07/09/2015,Monday,07/09/2020,All,All,All,$,163000000,30374000000
Exports,2015,08/09/2015,Tuesday,08/09/2020,All,All,All,$,92000000,30466000000
Exports,2015,09/09/2015,Wednesday,09/09/2020,All,All,All,$,74000000,30540000000
Exports,2015,10/09/2015,Thursday,10/09/2020,All,All,All,$,127000000,30667000000
Exports,2015,11/09/2015,Friday,11/09/2020,All,All,All,$,112000000,30779000000
Exports,2015,12/09/2015,Saturday,12/09/2020,All,All,All,$,100000000,30879000000
Exports,2015,13/09/2015,Sunday,13/09/2020,All,All,All,$,111000000,30990000000
Exports,2015,14/09/2015,Monday,14/09/2020,All,All,All,$,185000000,31176000000
Exports,2015,15/09/2015,Tuesday,15/09/2020,All,All,All,$,110000000,31285000000
Exports,2015,16/09/2015,Wednesday,16/09/2020,All,All,All,$,107000000,31392000000
Exports,2015,17/09/2015,Thursday,17/09/2020,All,All,All,$,148000000,31540000000
Exports,2015,18/09/2015,Friday,18/09/2020,All,All,All,$,190000000,31730000000
Exports,2015,19/09/2015,Saturday,19/09/2020,All,All,All,$,124000000,31854000000
Exports,2015,20/09/2015,Sunday,20/09/2020,All,All,All,$,81000000,31935000000
Exports,2015,21/09/2015,Monday,21/09/2020,All,All,All,$,177000000,32112000000
Exports,2015,22/09/2015,Tuesday,22/09/2020,All,All,All,$,112000000,32224000000
Exports,2015,23/09/2015,Wednesday,23/09/2020,All,All,All,$,74000000,32298000000
Exports,2015,24/09/2015,Thursday,24/09/2020,All,All,All,$,136000000,32434000000
Exports,2015,25/09/2015,Friday,25/09/2020,All,All,All,$,136000000,32570000000
Exports,2015,26/09/2015,Saturday,26/09/2020,All,All,All,$,132000000,32702000000
Exports,2015,27/09/2015,Sunday,27/09/2020,All,All,All,$,120000000,32822000000
