Direction,Year,Date,Weekday,Current_Match,Country,Commodity,Transport_Mode,Measure,Value,Cumulative
Exports,2016,24/07/2016,Sunday,26/07/2020,All,All,All,$,137000000,25055000000
Exports,2016,25/07/2016,Monday,27/07/2020,All,All,All,$,150000000,25205000000
Exports,2016,26/07/2016,Tuesday,28/07/2020,All,All,All,$,98000000,25304000000
Exports,2016,27/07/2016,Wednesday,29/07/2020,All,All,All,$,89000000,25393000000
Exports,2016,28/07/2016,Thursday,30/07/2020,All,All,All,$,173000000,25565000000
Exports,2016,29/07/2016,Friday,31/07/2020,All,All,All,$,156000000,25721000000
Exports,2016,30/07/2016,Saturday,01/08/2020,All,All,All,$,113000000,25834000000
Exports,2016,31/07/2016,Sunday,02/08/2020,All,All,All,$,177000000,26011000000
Exports,2016,01/08/2016,Monday,03/08/2020,All,All,All,$,134000000,26146000000
Exports,2016,02/08/2016,Tuesday,04/08/2020,All,All,All,$,110000000,26255000000
Exports,2016,03/08/2016,Wednesday,05/08/2020,All,All,All,$,94000000,26350000000
Exports,2016,04/08/2016,Thursday,06/08/2020,All,All,All,$,139000000,26488000000
Exports,2016,05/08/2016,Friday,07/08/2020,All,All,All,$,120000000,26608000000
Exports,2016,06/08/2016,Saturday,08/08/2020,All,All,All,$,72000000,26681000000
Exports,2016,07/08/2016,Sunday,09/08/2020,All,All,All,$,128000000,26809000000
Exports,2016,08/08/2016,Monday,10/08/2020,All,All,All,$,134000000,26943000000
Exports,2016,09/08/2016,Tuesday,11/08/2020,All,All,All,$,56000000,26999000000
Exports,2016,10/08/2016,Wednesday,12/08/2020,All,All,All,$,43000000,27042000000
Exports,2016,11/08/2016,Thursday,13/08/2020,All,All,All,$,145000000,27187000000
Exports,2016,12/08/2016,Friday,14/08/2020,All,All,All,$,103000000,27290000000
Exports,2016,13/08/2016,Saturday,15/08/2020,All,All,All,$,82000000,27373000000
Exports,2016,14/08/2016,Sunday,16/08/2020,All,All,All,$,134000000,27506000000
Exports,2016,15/08/2016,Monday,17/08/2020,All,All,All,$,116000000,27622000000
Exports,2016,16/08/2016,Tuesday,18/08/2020,All,All,All,$,74000000,27697000000
Exports,2016,17/08/2016,Wednesday,19/08/2020,All,All,All,$,79000000,27776000000
Exports,2016,18/08/2016,Thursday,20/08/2020,All,All,All,$,134000000,27910000000
Exports,2016,19/08/2016,Friday,21/08/2020,All,All,All,$,123000000,28034000000
Exports,2016,20/08/2016,Saturday,22/08/2020,All,All,All,$,103000000,28137000000
Exports,2016,21/08/2016,Sunday,23/08/2020,All,All,All,$,127000000,28263000000
Exports,2016,22/08/2016,Monday,24/08/2020,All,All,All,$,158000000,28421000000
Exports,2016,23/08/2016,Tuesday,25/08/2020,All,All,All,$,68000000,28489000000
Exports,2016,24/08/2016,Wednesday,26/08/2020,All,All,All,$,50000000,28540000000
Exports,2016,25/08/2016,Thursday,27/08/2020,All,All,All,$,118000000,28658000000
Exports,2016,26/08/2016,Friday,28/08/2020,All,All,All,$,122000000,28780000000
Exports,2016,27/08/2016,Saturday,29/08/2020,All,All,All,$,85000000,28865000000
Exports,2016,28/08/2016,Sunday,30/08/2020,All,All,All,$,143000000,29008000000
Exports,2016,29/08/2016,Monday,31/08/2020,All,All,All,$,150000000,29159000000
Exports,2016,30/08/2016,Tuesday,01/09/2020,All,All,All,$,118000000,29277000000
Exports,2016,31/08/2016,Wednesday,02/09/2020,All,All,All,$,117000000,29394000000
Exports,2016,01/09/2016,Thursday,03/09/2020,All,All,All,$,141000000,29535000000
Exports,2016,02/09/2016,Friday,04/09/2020,All,All,All,$,120000000,29655000000
Exports,2016,03/09/2016,Saturday,05/09/2020,All,All,All,$,58000000,29713000000
Exports,2016,04/09/2016,Sunday,06/09/2020,All,All,All,$,115000000,29828000000
Exports,2016,05/09/2016,Monday,07/09/2020,All,All,All,$,129000000,29957000000
Exports,2016,06/09/2016,Tuesday,08/09/2020,All,All,All,$,79000000,30036000000
Exports,2016,07/09/2016,Wednesday,09/09/2020,All,All,All,$,54000000,30090000000
Exports,2016,08/09/2016,Thursday,10/09/2020,All,All,All,$,98000000,30187000000
Exports,2016,09/09/2016,Friday,11/09/2020,All,All,All,$,144000000,30331000000
Exports,2016,10/09/2016,Saturday,12/09/2020,All,All,All,$,66000000,30397000000
Exports,2016,11/09/2016,Sunday,13/09/2020,All,All,All,$,127000000,30524000000
Exports,2016,12/09/2016,Monday,14/09/2020,All,All,All,$,160000000,30684000000
Exports,2016,13/09/2016,Tuesday,15/09/2020,All,All,All,$,115000000,30799000000
Exports,2016,14/09/2016,Wednesday,16/09/2020,All,All,All,$,76000000,30874000000
Exports,2016,15/09/2016,Thursday,17/09/2020,All,All,All,$,144000000,31018000000
Exports,2016,16/09/2016,Friday,18/09/2020,All,All,All,$,92000000,31110000000
Exports,2016,17/09/2016,Saturday,19/09/2020,All,All,All,$,99000000,31210000000
Exports,2016,18/09/2016,Sunday,20/09/2020,All,All,All,$,181000000,31390000000
Exports,2016,19/09/2016,Monday,21/09/2020,All,All,All,$,144000000,31534000000
Exports,2016,20/09/2016,Tuesday,22/09/2020,All,All,All,$,110000000,31644000000
Exports,2016,21/09/2016,Wednesday,23/09/2020,All,All,All,$,68000000,31712000000
Exports,2016,22/09/2016,Thursday,24/09/2020,All,All,All,$,127000000,31839000000
Exports,2016,23/09/2016,Friday,25/09/2020,All,All,All,$,133000000,31972000000
Exports,2016,24/09/2016,Saturday,26/09/2020,All,All,All,$,101000000,32074000000
Exports,2016,25/09/2016,Sunday,27/09/2020,All,All,All,$,125000000,32199000000
Exports,2016,26/09/2016,Monday,28/09/2020,All,All,All,$,160000000,32359000000
Exports,2016,27/09/2016,Tuesday,29/09/2020,All,All,All,$,107000000,32465000000
Exports,2016,28/09/2016,Wednesday,30/09/2020,All,All,All,$,66000000,32531000000
Exports,2016,29/09/2016,Thursday,01/10/2020,All,All,All,$,147000000,32679000000
Exports,2016,30/09/2016,Friday,02/10/2020,All,All,All,$,181000000,32860000000
Exports,2016,01/10/2016,Saturday,03/10/2020,All,All,All,$,107000000,32967000000
Exports,2016,02/10/2016,Sunday,04/10/2020,All,All,All,$,112000000,33079000000
Exports,2016,03/10/2016,Monday,05/10/2020,All,All,All,$,155000000,33234000000
Exports,2016,04/10/2016,Tuesday,06/10/2020,All,All,All,$,78000000,33313000000
Exports,2016,05/10/2016,Wednesday,07/10/2020,All,All,All,$,87000000,33400000000
Exports,2016,06/10/2016,Thursday,08/10/2020,All,All,All,$,129000000,33529000000
Exports,2016,07/10/2016,Friday,09/10/2020,All,All,All,$,120000000,33649000000
Exports,2016,08/10/2016,Saturday,10/10/2020,All,All,All,$,104000000,33754000000
Exports,2016,09/10/2016,Sunday,11/10/2020,All,All,All,$,140000000,33894000000
Exports,2016,10/10/2016,Monday,12/10/2020,All,All,All,$,174000000,34067000000
Exports,2016,11/10/2016,Tuesday,13/10/2020,All,All,All,$,104000000,34172000000
Exports,2016,12/10/2016,Wednesday,14/10/2020,All,All,All,$,69000000,34240000000
Exports,2016,13/10/2016,Thursday,15/10/2020,All,All,All,$,120000000,34361000000
Exports,2016,14/10/2016,Friday,16/10/2020,All,All,All,$,125000000,34486000000
Exports,2016,15/10/2016,Saturday,17/10/2020,All,All,All,$,204000000,34690000000
Exports,2016,16/10/2016,Sunday,18/10/2020,All,All,All,$,121000000,34812000000
Exports,2016,17/10/2016,Monday,19/10/2020,All,All,All,$,168000000,34979000000
Exports,2016,18/10/2016,Tuesday,20/10/2020,All,All,All,$,91000000,35071000000
Exports,2016,19/10/2016,Wednesday,21/10/2020,All,All,All,$,38000000,35109000000
Exports,2016,20/10/2016,Thursday,22/10/2020,All,All,All,$,103000000,35212000000
Exports,2016,21/10/2016,Friday,23/10/2020,All,All,All,$,134000000,35345000000
Exports,2016,22/10/2016,Saturday,24/10/2020,All,All,All,$,123000000,35468000000
Exports,2016,23/10/2016,Sunday,25/10/2020,All,All,All,$,133000000,35601000000
Exports,2016,24/10/2016,Monday,26/10/2020,All,All,All,$,186000000,35788000000
Exports,2016,25/10/2016,Tuesday,27/10/2020,All,All,All,$,89000000,35877000000
Exports,2016,26/10/2016,Wednesday,28/10/2020,All,All,All,$,129000000,36006000000
Exports,2016,27/10/2016,Thursday,29/10/2020,All,All,All,$,86000000,36092000000
Exports,2016,28/10/2016,Friday,30/10/2020,All,All,All,$,184000000,36276000000
Exports,2016,29/10/2016,Saturday,31/10/2020,All,All,All,$,150000000,36426000000
Exports,2016,30/10/2016,Sunday,01/11/2020,All,All,All,$,142000000,36568000000
Exports,2016,31/10/2016,Monday,02/11/2020,All,All,All,$,217000000,36785000000
Exports,2016,01/11/2016,Tuesday,03/11/2020,All,All,All,$,98000000,36883000000
Exports,2016,02/11/2016,Wednesday,04/11/2020,All,All,All,$,75000000,36958000000
Exports,2016,03/11/2016,Thursday,05/11/2020,All,All,All,$,127000000,37085000000
Exports,2016,04/11/2016,Friday,06/11/2020,All,All,All,$,139000000,37224000000
Exports,2016,05/11/2016,Saturday,07/11/2020,All,All,All,$,117000000,37341000000
Exports,2016,06/11/2016,Sunday,08/11/2020,All,All,All,$,123000000,37464000000
Exports,2016,07/11/2016,Monday,09/11/2020,All,All,All,$,169000000,37633000000
Exports,2016,08/11/2016,Tuesday,10/11/2020,All,All,All,$,115000000,37747000000
Exports,2016,09/11/2016,Wednesday,11/11/2020,All,All,All,$,54000000,37801000000
Exports,2016,10/11/2016,Thursday,12/11/2020,All,All,All,$,97000000,37899000000
Exports,2016,11/11/2016,Friday,13/11/2020,All,All,All,$,101000000,38000000000
Exports,2016,12/11/2016,Saturday,14/11/2020,All,All,All,$,119000000,38119000000
Exports,2016,13/11/2016,Sunday,15/11/2020,All,All,All,$,133000000,38252000000
Exports,2016,14/11/2016,Monday,16/11/2020,All,All,All,$,158000000,38410000000
Exports,2016,15/11/2016,Tuesday,17/11/2020,All,All,All,$,111000000,38521000000
Exports,2016,16/11/2016,Wednesday,18/11/2020,All,All,All,$,156000000,38678000000
Exports,2016,17/11/2016,Thursday,19/11/2020,All,All,All,$,97000000,38775000000
Exports,2016,18/11/2016,Friday,20/11/2020,All,All,All,$,109000000,38884000000
Exports,2016,19/11/2016,Saturday,21/11/2020,All,All,All,$,146000000,39030000000
Exports,2016,20/11/2016,Sunday,22/11/2020,All,All,All,$,157000000,39188000000
Exports,2016,21/11/2016,Monday,23/11/2020,All,All,All,$,186000000,39373000000
Exports,2016,22/11/2016,Tuesday,24/11/2020,All,All,All,$,102000000,39475000000
Exports,2016,23/11/2016,Wednesday,25/11/2020,All,All,All,$,123000000,39598000000
Exports,2016,24/11/2016,Thursday,26/11/2020,All,All,All,$,127000000,39725000000
Exports,2016,25/11/2016,Friday,27/11/2020,All,All,All,$,132000000,39857000000
Exports,2016,26/11/2016,Saturday,28/11/2020,All,All,All,$,199000000,40056000000
Exports,2016,27/11/2016,Sunday,29/11/2020,All,All,All,$,122000000,40178000000
Exports,2016,28/11/2016,Monday,30/11/2020,All,All,All,$,179000000,40357000000
Exports,2016,29/11/2016,Tuesday,01/12/2020,All,All,All,$,122000000,40478000000
Exports,2016,30/11/2016,Wednesday,02/12/2020,All,All,All,$,179000000,40657000000
Exports,2017,04/02/2017,Saturday,01/02/2020,All,All,All,$,167000000,167000000
Exports,2017,05/02/2017,Sunday,02/02/2020,All,All,All,$,147000000,314000000
Exports,2017,06/02/2017,Monday,03/02/2020,All,All,All,$,202000000,516000000
Exports,2017,07/02/2017,Tuesday,04/02/2020,All,All,All,$,74000000,590000000
Exports,2017,08/02/2017,Wednesday,05/02/2020,All,All,All,$,147000000,737000000
Exports,2017,09/02/2017,Thursday,06/02/2020,All,All,All,$,112000000,849000000
Exports,2017,10/02/2017,Friday,07/02/2020,All,All,All,$,108000000,957000000
Exports,2017,11/02/2017,Saturday,08/02/2020,All,All,All,$,148000000,1105000000
Exports,2017,12/02/2017,Sunday,09/02/2020,All,All,All,$,166000000,1271000000
Exports,2017,13/02/2017,Monday,10/02/2020,All,All,All,$,188000000,1459000000
Exports,2017,14/02/2017,Tuesday,11/02/2020,All,All,All,$,62000000,1521000000
Exports,2017,15/02/2017,Wednesday,12/02/2020,All,All,All,$,149000000,1670000000
Exports,2017,16/02/2017,Thursday,13/02/2020,All,All,All,$,137000000,1807000000
Exports,2017,17/02/2017,Friday,14/02/2020,All,All,All,$,150000000,1957000000
Exports,2017,18/02/2017,Saturday,15/02/2020,All,All,All,$,129000000,2086000000
Exports,2017,19/02/2017,Sunday,16/02/2020,All,All,All,$,173000000,2259000000
Exports,2017,20/02/2017,Monday,17/02/2020,All,All,All,$,251000000,2510000000
Exports,2017,21/02/2017,Tuesday,18/02/2020,All,All,All,$,85000000,2595000000
Exports,2017,22/02/2017,Wednesday,19/02/2020,All,All,All,$,128000000,2724000000
Exports,2017,23/02/2017,Thursday,20/02/2020,All,All,All,$,109000000,2832000000
Exports,2017,24/02/2017,Friday,21/02/2020,All,All,All,$,129000000,2962000000
Exports,2017,25/02/2017,Saturday,22/02/2020,All,All,All,$,140000000,3102000000
Exports,2017,26/02/2017,Sunday,23/02/2020,All,All,All,$,166000000,3268000000
Exports,2017,27/02/2017,Monday,24/02/2020,All,All,All,$,229000000,3497000000
Exports,2017,28/02/2017,Tuesday,25/02/2020,All,All,All,$,140000000,3637000000
Exports,2017,01/03/2017,Wednesday,26/02/2020,All,All,All,$,127000000,3765000000
Exports,2017,02/03/2017,Thursday,27/02/2020,All,All,All,$,128000000,3892000000
Exports,2017,03/03/2017,Friday,28/02/2020,All,All,All,$,158000000,4051000000
Exports,2017,04/03/2017,Saturday,29/02/2020,All,All,All,$,125000000,4176000000
Exports,2017,05/03/2017,Sunday,01/03/2020,All,All,All,$,169000000,4345000000
Exports,2017,06/03/2017,Monday,02/03/2020,All,All,All,$,222000000,4567000000
Exports,2017,07/03/2017,Tuesday,03/03/2020,All,All,All,$,67000000,4634000000
Exports,2017,08/03/2017,Wednesday,04/03/2020,All,All,All,$,124000000,4758000000
Exports,2017,09/03/2017,Thursday,05/03/2020,All,All,All,$,100000000,4858000000
Exports,2017,10/03/2017,Friday,06/03/2020,All,All,All,$,137000000,4995000000
Exports,2017,11/03/2017,Saturday,07/03/2020,All,All,All,$,136000000,5131000000
Exports,2017,12/03/2017,Sunday,08/03/2020,All,All,All,$,162000000,5293000000
Exports,2017,13/03/2017,Monday,09/03/2020,All,All,All,$,209000000,5502000000
Exports,2017,14/03/2017,Tuesday,10/03/2020,All,All,All,$,90000000,5592000000
Exports,2017,15/03/2017,Wednesday,11/03/2020,All,All,All,$,241000000,5833000000
Exports,2017,16/03/2017,Thursday,12/03/2020,All,All,All,$,135000000,5968000000
Exports,2017,17/03/2017,Friday,13/03/2020,All,All,All,$,136000000,6104000000
Exports,2017,18/03/2017,Saturday,14/03/2020,All,All,All,$,131000000,6236000000
Exports,2017,19/03/2017,Sunday,15/03/2020,All,All,All,$,148000000,6383000000
Exports,2017,20/03/2017,Monday,16/03/2020,All,All,All,$,185000000,6568000000
Exports,2017,21/03/2017,Tuesday,17/03/2020,All,All,All,$,82000000,6650000000
Exports,2017,22/03/2017,Wednesday,18/03/2020,All,All,All,$,105000000,6755000000
Exports,2017,23/03/2017,Thursday,19/03/2020,All,All,All,$,107000000,6863000000
Exports,2017,24/03/2017,Friday,20/03/2020,All,All,All,$,164000000,7027000000
Exports,2017,25/03/2017,Saturday,21/03/2020,All,All,All,$,168000000,7195000000
Exports,2017,26/03/2017,Sunday,22/03/2020,All,All,All,$,206000000,7401000000
Exports,2017,27/03/2017,Monday,23/03/2020,All,All,All,$,250000000,7651000000
Exports,2017,28/03/2017,Tuesday,24/03/2020,All,All,All,$,115000000,7767000000
Exports,2017,29/03/2017,Wednesday,25/03/2020,All,All,All,$,132000000,7899000000
Exports,2017,30/03/2017,Thursday,26/03/2020,All,All,All,$,153000000,8052000000
Exports,2017,31/03/2017,Friday,27/03/2020,All,All,All,$,175000000,8227000000
Exports,2017,01/04/2017,Saturday,28/03/2020,All,All,All,$,154000000,8381000000
Exports,2017,02/04/2017,Sunday,29/03/2020,All,All,All,$,170000000,8550000000
Exports,2017,03/04/2017,Monday,30/03/2020,All,All,All,$,225000000,8775000000
Exports,2017,04/04/2017,Tuesday,31/03/2020,All,All,All,$,91000000,8867000000
Exports,2017,05/04/2017,Wednesday,01/04/2020,All,All,All,$,107000000,8974000000
Exports,2017,06/04/2017,Thursday,02/04/2020,All,All,All,$,180000000,9154000000
Exports,2017,07/04/2017,Friday,03/04/2020,All,All,All,$,144000000,9298000000
Exports,2017,08/04/2017,Saturday,04/04/2020,All,All,All,$,195000000,9493000000
Exports,2017,09/04/2017,Sunday,05/04/2020,All,All,All,$,184000000,9677000000
Exports,2017,10/04/2017,Monday,06/04/2020,All,All,All,$,246000000,9923000000
Exports,2017,11/04/2017,Tuesday,07/04/2020,All,All,All,$,95000000,10018000000
Exports,2017,12/04/2017,Wednesday,08/04/2020,All,All,All,$,95000000,10114000000
Exports,2017,13/04/2017,Thursday,09/04/2020,All,All,All,$,151000000,10265000000
Exports,2017,14/04/2017,Friday,10/04/2020,All,All,All,$,155000000,10420000000
Exports,2017,15/04/2017,Saturday,11/04/2020,All,All,All,$,170000000,10590000000
Exports,2017,16/04/2017,Sunday,12/04/2020,All,All,All,$,161000000,10751000000
Exports,2017,17/04/2017,Monday,13/04/2020,All,All,All,$,213000000,10964000000
Exports,2017,18/04/2017,Tuesday,14/04/2020,All,All,All,$,87000000,11051000000
Exports,2017,19/04/2017,Wednesday,15/04/2020,All,All,All,$,99000000,11150000000
Exports,2017,20/04/2017,Thursday,16/04/2020,All,All,All,$,130000000,11280000000
Exports,2017,21/04/2017,Friday,17/04/2020,All,All,All,$,118000000,11397000000
Exports,2017,22/04/2017,Saturday,18/04/2020,All,All,All,$,125000000,11522000000
Exports,2017,23/04/2017,Sunday,19/04/2020,All,All,All,$,218000000,11739000000
Exports,2017,24/04/2017,Monday,20/04/2020,All,All,All,$,234000000,11973000000
Exports,2017,25/04/2017,Tuesday,21/04/2020,All,All,All,$,157000000,12131000000
Exports,2017,26/04/2017,Wednesday,22/04/2020,All,All,All,$,81000000,12212000000
Exports,2017,27/04/2017,Thursday,23/04/2020,All,All,All,$,197000000,12408000000
Exports,2017,28/04/2017,Friday,24/04/2020,All,All,All,$,211000000,12620000000
Exports,2017,29/04/2017,Saturday,25/04/2020,All,All,All,$,146000000,12766000000
Exports,2017,30/04/2017,Sunday,26/04/2020,All,All,All,$,171000000,12936000000
Exports,2017,01/05/2017,Monday,27/04/2020,All,All,All,$,199000000,13135000000
Exports,2017,02/05/2017,Tuesday,28/04/2020,All,All,All,$,115000000,13250000000
Exports,2017,03/05/2017,Wednesday,29/04/2020,All,All,All,$,134000000,13384000000
Exports,2017,04/05/2017,Thursday,30/04/2020,All,All,All,$,151000000,13536000000
Exports,2017,05/05/2017,Friday,01/05/2020,All,All,All,$,156000000,13692000000
Exports,2017,06/05/2017,Saturday,02/05/2020,All,All,All,$,157000000,13849000000
Exports,2017,07/05/2017,Sunday,03/05/2020,All,All,All,$,179000000,14027000000
Exports,2017,08/05/2017,Monday,04/05/2020,All,All,All,$,190000000,14218000000
Exports,2017,09/05/2017,Tuesday,05/05/2020,All,All,All,$,109000000,14327000000
Exports,2017,10/05/2017,Wednesday,06/05/2020,All,All,All,$,151000000,14478000000
Exports,2017,11/05/2017,Thursday,07/05/2020,All,All,All,$,134000000,14612000000
Exports,2017,12/05/2017,Friday,08/05/2020,All,All,All,$,167000000,14779000000
Exports,2017,13/05/2017,Saturday,09/05/2020,All,All,All,$,163000000,14941000000
Exports,2017,14/05/2017,Sunday,10/05/2020,All,All,All,$,162000000,15104000000
Exports,2017,15/05/2017,Monday,11/05/2020,All,All,All,$,218000000,15322000000
Exports,2017,16/05/2017,Tuesday,12/05/2020,All,All,All,$,126000000,15448000000
Exports,2017,17/05/2017,Wednesday,13/05/2020,All,All,All,$,112000000,15560000000
Exports,2017,18/05/2017,Thursday,14/05/2020,All,All,All,$,185000000,15745000000
Exports,2017,19/05/2017,Friday,15/05/2020,All,All,All,$,164000000,15909000000
Exports,2017,20/05/2017,Saturday,16/05/2020,All,All,All,$,145000000,16054000000
Exports,2017,21/05/2017,Sunday,17/05/2020,All,All,All,$,212000000,16266000000
Exports,2017,22/05/2017,Monday,18/05/2020,All,All,All,$,189000000,16455000000
Exports,2017,23/05/2017,Tuesday,19/05/2020,All,All,All,$,96000000,16551000000
Exports,2017,24/05/2017,Wednesday,20/05/2020,All,All,All,$,177000000,16728000000
Exports,2017,25/05/2017,Thursday,21/05/2020,All,All,All,$,146000000,16874000000
Exports,2017,26/05/2017,Friday,22/05/2020,All,All,All,$,179000000,17053000000
Exports,2017,27/05/2017,Saturday,23/05/2020,All,All,All,$,153000000,17206000000
